rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,position,x,y,z,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1749510506797157506,,10583,,1748040120,409596920,'',1,2531,,0.0,0.0,2.0,,0.66,-0.75,0.0,,0.0,0.0,0.0,-0.8457865715026855,0.0
1749510506817071516,,10584,,1748040120,419593811,'',1,2531,,0.0,0.0,2.0,,0.65,-0.76,0.0,,0.0,0.0,0.0,-0.8583528995513916,0.0
1749510506839109863,,10585,,1748040120,429662704,'',1,2531,,0.0,0.0,2.0,,0.64,-0.76,0.0,,0.0,0.0,0.0,-0.8705702424049377,0.0
1749510506857388686,,10586,,1748040120,439582109,'',1,2531,,0.0,0.0,2.0,,0.63,-0.77,0.0,,0.0,0.0,0.0,-0.8829620480537415,0.0
1749510506887850454,,10587,,1748040120,449701309,'',1,2531,,0.0,0.0,2.0,,0.63,-0.78,0.0,,0.0,0.0,0.0,-0.8951793909072876,0.0
1749510506898705258,,10588,,1748040120,459828138,'',1,2531,,0.0,0.0,2.0,,0.62,-0.79,0.0,,0.0,0.0,0.0,-0.9072221517562866,0.0
1749510506917101286,,10589,,1748040120,469600915,'',1,2531,,0.0,0.0,2.0,,0.61,-0.8,0.0,,0.0,0.0,0.0,-0.9192649126052856,0.0
1749510506937924558,,10590,,1748040120,479600429,'',1,2531,,0.0,0.0,2.0,,0.6,-0.8,0.0,,0.0,0.0,0.0,-0.9313076734542847,0.0
1749510506958546904,,10591,,1748040120,489797353,'',1,2531,,0.0,0.0,2.0,,0.59,-0.81,0.0,,0.0,0.0,0.0,-0.9431759119033813,0.0
1749510506977507606,,10592,,1748040120,499595165,'',1,2531,,0.0,0.0,2.0,,0.58,-0.82,0.0,,0.0,0.0,0.0,-0.9548696279525757,0.0
1749510506997539716,,10593,,1748040120,509649038,'',1,2531,,0.0,0.0,2.0,,0.57,-0.82,0.0,,0.0,0.0,0.0,-0.96656334400177,0.0
1749510507017520109,,10594,,1748040120,519578695,'',1,2531,,0.0,0.0,2.0,,0.56,-0.83,0.0,,0.0,0.0,0.0,-0.9782570600509644,0.0
1749510507037911240,,10595,,1748040120,529613733,'',1,2531,,0.0,0.0,2.0,,0.55,-0.84,0.0,,0.0,0.0,0.0,-0.9897761940956116,0.0
1749510507057568147,,10596,,1748040120,539668321,'',1,2531,,0.0,0.0,2.0,,0.54,-0.84,0.0,,0.0,0.0,0.0,-1.0012954473495483,0.0
1749510507078083201,,10597,,1748040120,549657583,'',1,2531,,0.0,0.0,2.0,,0.53,-0.85,0.0,,0.0,0.0,0.0,-1.0126399993896484,0.0
1749510507098043343,,10598,,1748040120,559666395,'',1,2531,,0.0,0.0,2.0,,0.52,-0.85,0.0,,0.0,0.0,0.0,-1.023984670639038,0.0
1749510507117278909,,10599,,1748040120,569570541,'',1,2531,,0.0,0.0,2.0,,0.51,-0.86,0.0,,0.0,0.0,0.0,-1.0351548194885254,0.0
1749510507137298601,,10600,,1748040120,579605102,'',1,2531,,0.0,0.0,2.0,,0.5,-0.87,0.0,,0.0,0.0,0.0,-1.0461503267288208,0.0
1749510507157789464,,10601,,1748040120,589577913,'',1,2531,,0.0,0.0,2.0,,0.49,-0.87,0.0,,0.0,0.0,0.0,-1.0571459531784058,0.0
